Oak, toasted hazelnut and graphite aromas slowly take shape in the glass. The aromas follow over to the amber-hued palate along with vanilla and butterscotch before a bitter almond close. It's medium bodied but lacks fruit richness. KERIN O’KEEFE;87;Primosic 2016 Skin Friulano (Collio);$29;Skin;Friulano, Italian White;Collio, Northeastern Italy, Italy;Primosic;KERIN O’KEEFE;13%;750 ml;White;Massanois Imports;10/1/2020
Tangy and fresh, this has aromas of white spring flowers and tropical fruit. The bright palate offers honeydew and citrus alongside vibrant acidity before a lemon drop candy close. KERIN O’KEEFE;87;Santa Sofia 2019 Lugana;N/A;;Turbiana, Italian White;Lugana, Lombardy, Italy;Santa Sofia;KERIN O’KEEFE;13%;750 ml;White;1_Not Imported into US;10/1/2020
The nose offers firm tones of toasted oak, toasted vanilla, bologna and warm spices. Medium to full in weight, the palate echoes the nose, showing oak spices wrapping around cherry and plum fruit. ALEXANDER PEARTREE;87;Tagaro 2017 Cinquenoci Primitivo (Puglia);$15;Cinquenoci;Primitivo, Zinfandel;Puglia, Southern Italy, Italy;Tagaro;ALEXANDER PEARTREE;15%;750 ml;Red;Eagle Spirits Imports and Exports;10/1/2020
Heady aromas of toasted vanilla, anise and clove carry over the rich dark berry jam core. This is full in feel on the palate, with oak tones firmly wrapping around the coiled dark-berry fruit. While there is a lot of oak, the fruit is still there to flesh it out. It's a full, flashy and rich style. ALEXANDER PEARTREE;87;Trullo di Pezza 2017 Licurti (Primitivo di Manduria);$22;Licurti;Primitivo, Zinfandel;Primitivo di Manduria, Southern Italy, Italy;Trullo di Pezza;ALEXANDER PEARTREE;15%;750 ml;Red;Soilair Selection;10/1/2020
Bright, bouncy aromas of cherry and cranberry mix with integrated warm spice tones on the nose. It's silky in feel on entry, with flavors of juicy spiced blackberry lifted by violet. Mildly clenching tannins give a bit of grip and bite, but this rounds out well come the finish. ALEXANDER PEARTREE;87;Amastuola 2018 Organic Primitivo (Puglia);$13;Organic;Primitivo, Zinfandel;Puglia, Southern Italy, Italy;Amastuola;ALEXANDER PEARTREE;14%;750 ml;Red;Tuscan Vineyard Imports LLC;10/1/2020
Prunes and cherries show a slightly stewed quality on the nose alongside olive tapenade and crushed herbs. Zesty acidity drives the palate, with flavors of sauced red fruit showing some lift thanks to a zip of crushed granite. The tannins are fine but crunchy, and this ends a bit hot. ALEXANDER PEARTREE;87;Castello Monaci 2015 Aiace Riserva Red (Salice Salentino);$26;Aiace Riserva;Red Blends, Red Blends;Salice Salentino, Southern Italy, Italy;Castello Monaci;ALEXANDER PEARTREE;15%;750 ml;Red;Frederick Wildman & Sons, Ltd;10/1/2020
Aromas of scorched earth, toasted nut, burnt rubber and stewed prune form the nose. On the evolved palate, grainy tannins accompany dried cherry, prune, rusty nail and a hint of nutmeg before a lean, mouthdrying finish that grips the close. Despite the astringent tannins, drink sooner rather than later to capture what little fruit remains. KERIN O’KEEFE;87;Pier Paolo Grasso 1997 Piccola Emma Riserva (Barbaresco);$150;Piccola Emma Riserva;Nebbiolo;Barbaresco, Piedmont, Italy;Pier Paolo Grasso;KERIN O’KEEFE;14%;750 ml;Red;Wine by the Bay;10/1/2020
Lively aromas of papaya, melon and lemon start off this fruity number. It's well balanced and juicy on the palate, with a soft curve of melon against a sharper streak of lemon peel. “Alice” means anchovy in Italian, and this zesty white could be a perfect match alongside some fresh seafood. ALEXANDER PEARTREE;87;Produttori di Manduria 2019 Alice Verdeca (Salento);$17;Alice;Verdeca, Italian White;Salento, Southern Italy, Italy;Produttori di Manduria;ALEXANDER PEARTREE;13%;750 ml;White;Massanois Imports;10/1/2020
Delicate scents of spring wildflowers, white stone fruit and a hint of nut form the subtle nose. On the palate, bright acidity accompanies pear, candied tangerine slice and bitter almond. KERIN O’KEEFE;87;Tenuta di Angoris 2018 Pinot Grigio (Collio);$20;;Pinot Grigio;Collio, Northeastern Italy, Italy;Tenuta di Angoris;KERIN O’KEEFE;13.5%;750 ml;White;MS Walker;10/1/2020
Aromas of balsamic-dipped cherries, tar and rubber carry the nose, while the plush, rounded palate offers more appeal in rich blackberry flavors. Oak and tannins are in full force, with just enough fruit weight and acidity to balance it all out. ALEXANDER PEARTREE;87;Tenute Rubino 2016 Visellio Primitivo (Salento);$27;Visellio;Primitivo, Zinfandel;Salento, Southern Italy, Italy;Tenute Rubino;ALEXANDER PEARTREE;15.5%;750 ml;Red;Soilair Selection;10/1/2020
