Made with organically grown Nero d'Avola grapes, this has aromas of dark-skinned berry, Mediterranean brush and baking spice. The easygoing, light-bodied palate offers blackberry jam, star anise and a touch of white pepper alongside smooth tannins. Drink soon. KERIN O’KEEFE;87;Gorghi Tondi 2018 Luce di Luna Nero d'Avola (Sicilia);$14;Luce di Luna;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Gorghi Tondi;KERIN O’KEEFE;12.5%;750 ml;Red;Sheehan Brothers;3/1/2020
Leather, underbrush, menthol and moist soil aromas form the nose. On the palate, brisk acidity accompanies dried cherry, powdered sage and a hint of tobacco leaf alongside assertive close-grained tannins. KERIN O’KEEFE;87;Il Chiosso 2013 Gattinara;$32;;Nebbiolo;Gattinara, Piedmont, Italy;Il Chiosso;KERIN O’KEEFE;13%;750 ml;Red;Vias Imports;3/1/2020
Made with organically grown Nero d'Avola, this has aromas of ripe dark-skinned fruit and tilled soil. The mature palate offers blackberry extract, star anise and cocoa alongside smooth tannins. Drink soon. KERIN O’KEEFE;87;Cantine Grasso 2017 Lilium Nero d'Avola (Sicilia);N/A;Lilium;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Cantine Grasso;KERIN O’KEEFE;13%;750 ml;Red;Tuttovino LLC;3/1/2020
This Nero d'Avola has aromas suggesting dark-skinned fruit and baking spice. The round palate offers blackberry jam, vanilla and a hint of cooking spice alongside smooth tannins. Drink soon. KERIN O’KEEFE;87;Cantine Grasso 2017 Sette Aia Nero d'Avola (Sicilia);N/A;Sette Aia;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Cantine Grasso;KERIN O’KEEFE;13.5%;750 ml;Red;Tuttovino LLC;3/1/2020
Made with organically grown Nerello Mascalese, this opens with delicate aromas of red berry and underbrush. The lean, linear palate offers sour cherry and a hint of star anise alongside lithe tannins. Drink soon. KERIN O’KEEFE;87;Cortese 2018 Nerello Mascalese (Terre Siciliane);$15;;Nerello Mascalese, Italian Red;Terre Siciliane, Sicily & Sardinia, Italy;Cortese;KERIN O’KEEFE;13%;750 ml;Red;Saranty Imports;3/1/2020
This has a shy nose that eventually reveals aromas of toasted nut and pressed acacia flower. On the lean, somewhat evolved palate, tangy acidity accompanies dried pineapple slice and a hint of green melon before a white-almond close. KERIN O’KEEFE;87;Cusumano 2015 Cubia Insolia (Sicilia);$30;Cubia;Insolia, Italian White;Sicilia, Sicily & Sardinia, Italy;Cusumano;KERIN O’KEEFE;12%;750 ml;White;Terlato Wines International;3/1/2020
This opens with aromas of cassis and star anise. The simple palate offers blackberry, vanilla and white pepper alongside smooth tannins. Drink soon. KERIN O’KEEFE;87;Feudo Arancio 2017 Cabernet Sauvignon (Sicilia);$14;;Cabernet Sauvignon;Sicilia, Sicily & Sardinia, Italy;Feudo Arancio;KERIN O’KEEFE;13.5%;750 ml;Red;Prestige Wine Imports Corp;3/1/2020
Intense aromas of spring blossom, white stone fruit and Meyer lemon lift out of the glass. The crisp, light-bodied palate isn't quite as expressive as the nose, suggesting peach and citrus alongside vibrant acidity. It closes on a hint of white almond. KERIN O’KEEFE;87;MandraRossa 2017 Bertolino Soprano Grillo (Sicilia);$43;Bertolino Soprano;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;MandraRossa;KERIN O’KEEFE;12.5%;750 ml;White;Palm Bay International;3/1/2020
A deeply hued, golden-yellow, this aged white wine has a shy nose that eventually gives up whiffs of wet stone, pressed acacia flower and the barest hint of honey. Reflecting the nose, the lean, subdued palate suggests saline, bitter walnut and the merest hint of dried apricot. Drink soon to capture what little fruit remains. KERIN O’KEEFE;86;Antico Castello 2014 Mida Greco (Irpinia);$40;Mida;Greco, Italian White;Irpinia, Southern Italy, Italy;Antico Castello;KERIN O’KEEFE;13.5%;750 ml;White;Matinicus Wines, LLC;3/1/2020
Aromas suggesting yellow stone fruit and vanilla form the delicate nose. The palate is less expressive and on the lean side, offering dried peach slice, orange zest and a hint of toasted almond alongside tangy acidity. KERIN O’KEEFE;86;Olianas 2018 Vermentino di Sardegna;N/A;;Vermentino, Italian White;Vermentino di Sardegna, Sicily & Sardinia, Italy;Olianas;KERIN O’KEEFE;13.5%;750 ml;White;Cline Cellars;3/1/2020
Lean and light-bodied, this has aromas of Meyer lemon, sea brine and a hint of yellow-apple skin. The aromas follow over to the brisk, simple palate along before closing on a note of bitter almond. KERIN O’KEEFE;86;Contrada Salandra 2016 Falanghina (Campi Flegrei);N/A;;Falanghina, Italian White;Campi Flegrei, Southern Italy, Italy;Contrada Salandra;KERIN O’KEEFE;13%;750 ml;White;David Bowler Wine;3/1/2020
Made with organically grown Nero d'Avola, this informal wine opens with aromas of dark berry and cooking spice. The aromas carry over to the simple palate along with smooth tannins and the merest touch of white pepper. Drink soon. KERIN O’KEEFE;86;Cantine Ermes 2018 Vento di Mare Bio Nero d'Avola (Sicilia);$9;Vento di Mare Bio;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Cantine Ermes;KERIN O’KEEFE;13.5%;750 ml;Red;USA Wine West;3/1/2020
Smooth and easygoing, this light-bodied red has aromas of wild red berry and whiffs of dark spice. On the soft, simple palate, pliant tannins loosely support fleshy blackberry and a hint of tobacco. Drink now. KERIN O’KEEFE;86;La Guardiense 2017 Janare Aglianico (Beneventano);$12;Janare;Aglianico, Italian Red;Beneventano, Southern Italy, Italy;La Guardiense;KERIN O’KEEFE;12.5%;750 ml;Red;Monsieur Touton Selection Ltd;3/1/2020
Subtle aromas suggesting Mediterranean scrub and white stone fruit waft out of the glass. It's simple but well made, offering pineapple and citrus alongside tangy acidity. KERIN O’KEEFE;86;Tenuta Bastonaca 2018 Grillo (Sicilia);N/A;;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;Tenuta Bastonaca;KERIN O’KEEFE;12.5%;750 ml;White;Florio Imports;3/1/2020
Informal and easy drinking, this simple wine suggests sour cherry, pomegranate and the barest hint of spice. Loose-knit, rather fleeting tannins offer light support. KERIN O’KEEFE;86;Gabbas 2018 Lillovè (Cannonau di Sardegna);$23;Lillovè;Cannonau, Grenache;Cannonau di Sardegna, Sicily & Sardinia, Italy;Gabbas;KERIN O’KEEFE;14%;750 ml;Red;Tellitalia Imports;3/1/2020
This easygoing white has subtle aromas suggesting white stone fruit and almond. Reflecting the nose, the crisp, simple palate suggests yellow apple and bitter nut before a tangy finish. KERIN O’KEEFE;86;Gorghi Tondi 2018 Coste a Preola Grillo (Sicilia);$16;Coste a Preola;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;Gorghi Tondi;KERIN O’KEEFE;12%;750 ml;White;Sheehan Brothers;3/1/2020
Aromas of tropical fruit and spring flower lead the nose. On the simple, fruity palate, tangy acidity accompanies banana and honeydew melon before a candied lemon drop close. KERIN O’KEEFE;86;Iorio 2017 Falanghina (Beneventano);$16;;Falanghina, Italian White;Beneventano, Southern Italy, Italy;Iorio;KERIN O’KEEFE;13%;750 ml;White;Golden Vines;3/1/2020
Made with Nero d'Avola, this easygoing red has subdued aromas of dark-skinned fruit and a whiff of brown spice. The simple palate offers mature black plum, tangerine zest and a dollop of vanilla alongside round tannins. Drink soon. KERIN O’KEEFE;86;Nero Oro 2018 Nero d'Avola (Terre Siciliane);$13;;Nero d'Avola, Italian Red;Terre Siciliane, Sicily & Sardinia, Italy;Nero Oro;KERIN O’KEEFE;14%;750 ml;Red;Saranty Imports;3/1/2020
This has subdued aromas that offers mere suggestions of honeydew melon, apricot and bitter almond. The aromas carry on to the simple, rather diluted palate along with brisk acidity. KERIN O’KEEFE;86;Nuraghe Crabioni 2018 Crabioni (Vermentino di Sardegna);$19;Crabioni;Vermentino, Italian White;Vermentino di Sardegna, Sicily & Sardinia, Italy;Nuraghe Crabioni;KERIN O’KEEFE;13%;750 ml;White;Vias Imports;3/1/2020
Made with organically grown Nero d'Avola, this has aromas of dark fruit and baking spice that carry over to the easygoing palate along with round tannins and the merest hint of black pepper. Drink soon. KERIN O’KEEFE;86;TerrAmore 2018 Nero d'Avola (Sicilia);$11;;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;TerrAmore;KERIN O’KEEFE;13%;750 ml;Red;Saranty Imports;3/1/2020
This has an extremely subdued nose suggesting mature stone fruit and a whiff of pressed yellow flower. The rather evolved, monolithic palate evokes dried yellow apple slice, saline and the heat of evident alcohol that dominates the finish. KERIN O’KEEFE;85;Amarano 2017 Cardenio (Greco di Tufo);N/A;Cardenio;Greco, Italian White;Greco di Tufo, Southern Italy, Italy;Amarano;KERIN O’KEEFE;14.5%;750 ml;White;1_No Submitting Co;3/1/2020
Blueberry and violet aromas mingle with Mediterranean brush and toasted notes. The assertive, lean palate is far less expressive, offering dark spice and the heat of evident alcohol. It lacks fruit richness while dusty, drying tannins leave an abrupt, astringent finish. KERIN O’KEEFE;85;F.lli Puddu 2015 Nepente di Oliena Pro Vois Riserva (Cannonau di Sardegna);$40;Nepente di Oliena Pro Vois Riserva;Cannonau, Grenache;Cannonau di Sardegna, Sicily & Sardinia, Italy;F.lli Puddu;KERIN O’KEEFE;15%;750 ml;Red;Enotria Wine Import;3/1/2020
Aromas of toasted walnut dominate the nose and carry over to the brisk palate along with yellow-apple skin. It's crisp, with tangy acidity but it's lean on fruit richness. KERIN O’KEEFE;85;Funaro 2018 Pinzeri Grillo (Sicilia);$22;Pinzeri;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;Funaro;KERIN O’KEEFE;13.5%;750 ml;White;Yountville Wine Imports;3/1/2020
This informal white has aromas of white spring flower and tropical fruit. On the lean, diluted palate, brisk acidity accompanies mere suggestions of banana, pineapple and honeydew melon. KERIN O’KEEFE;85;Vesevo 2018 Falanghina (Beneventano);N/A;;Falanghina, Italian White;Beneventano, Southern Italy, Italy;Vesevo;KERIN O’KEEFE;12.5%;750 ml;White;Gonzalez Byass USA;3/1/2020
This extremely simple white has aromas of white stone fruit and almond. The aromas flow through to the light, easygoing palate along with tropical fruit notes and tangy acidity. KERIN O’KEEFE;85;Dolia Nova 2018 Vermentino di Sardegna;$13;;Vermentino, Italian White;Vermentino di Sardegna, Sicily & Sardinia, Italy;Dolia Nova;KERIN O’KEEFE;12.5%;750 ml;White;Saranty Imports;3/1/2020
The shy nose eventually reveals aromas suggesting prune, weedy underbrush and toasted oak that carry over to the lean, rather diluted palate along with coffee bean and saw dust. It seems more evolved than its age, with loose, fleeting tannins. Drink sooner rather than later. KERIN O’KEEFE;85;Nativ 2016 Rue (Taurasi);$45;Rue;Aglianico, Italian Red;Taurasi, Southern Italy, Italy;Nativ;KERIN O’KEEFE;14%;750 ml;Red;Montcalm Wine Importers;3/1/2020
This informal Nero d'Avola has aromas suggesting dark-skinned fruit and scorched earth. The simple palate offers blackberry and a hint of star anise alongside relaxed tannins. Drink soon. KERIN O’KEEFE;84;Botter 2018 Caleo Nero d'Avola (Sicilia);$10;Caleo;Nero d'Avola, Italian Red;Sicilia, Sicily & Sardinia, Italy;Botter;KERIN O’KEEFE;13%;750 ml;Red;Saranty Imports;3/1/2020
Here's an informal white that has aromas evoking banana and exotic fruit. The aromas make their way over to the diluted palate along with brisk acidity before a rather bitter finish. KERIN O’KEEFE;84;Antica Hirpinia 2018 Greco di Tufo;N/A;;Greco, Italian White;Greco di Tufo, Southern Italy, Italy;Antica Hirpinia;KERIN O’KEEFE;13.5%;750 ml;White;Francoli USA;3/1/2020
Aromas of Mediterranean scrub and grilled herb lead the nose on this informal red. The light-bodied, diluted palate suggests dried blackberry, a green note of powdered sage and bitter unroasted coffee bean alongside dusty fleeting tannins. KERIN O’KEEFE;84;Dolia Nova 2018 Monica di Sardegna;$13;;Monica, Italian Red;Monica di Sardegna, Sicily & Sardinia, Italy;Dolia Nova;KERIN O’KEEFE;13%;750 ml;Red;Saranty Imports;3/1/2020
Roasted herb and Mediterranean brush aromas mingle with a whiff of toasted nut on this extremely simple wine. The diluted palate lacks fruit richness while dusty, fleeting tannins give it a drying, abrupt finish. KERIN O’KEEFE;83;Dolia Nova 2018 Cannonau di Sardegna;$13;;Cannonau, Grenache;Cannonau di Sardegna, Sicily & Sardinia, Italy;Dolia Nova;KERIN O’KEEFE;13.5%;750 ml;Red;Saranty Imports;3/1/2020
This informal white has subdued aromas suggesting white stone fruit and a whiff of spring flower. The extremely simple, rather diluted palate offers mere suggestions of yellow apple and lemon alongside brisk acidity. KERIN O’KEEFE;83;Cantine Grasso 2018 Grillo (Sicilia);N/A;;Grillo, Italian White;Sicilia, Sicily & Sardinia, Italy;Cantine Grasso;KERIN O’KEEFE;12%;750 ml;White;Tuttovino LLC;3/1/2020
Fragrant, structured and loaded with finesse and complexity, this stunning, perfumed wine opens with alluring scents evoking new leather, pressed rose, eucalyptus, cinnamon and carob. It's vibrant, focused and bestowed with incredible energy, delivering crushed raspberry, red cherry, licorice and savory mineral notes. Bright acidity and polished tannins lend remarkable elegance and precision. It's the best wine from this challenging vintage. Drink 2022–2036. KERIN O’KEEFE;99;Roagna 2014 Asili Vecchie Viti (Barbaresco);$225;Asili Vecchie Viti;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
Yet another incredible showing from the estate's dazzling range of 2014 Barbarescos, this opens with enticing scents of dark spice, camphor, new leather and wild red berry. The palate boasts a weightless concentration, delivering bright red cherry, strawberry jelly, orange zest and licorice alongside taut, polished tannins. Bright acidity keeps it lifted and balanced, and a hazelnut note caps off the close. Drink 2024–2034. KERIN O’KEEFE;98;Roagna 2014 Pajè Vecchie Viti (Barbaresco);$225;Pajè Vecchie Viti;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
Aromas of rose, red berry and eucalyptus mingle with whiffs of exotic spice on the gorgeous, fragrant red. Loaded with finesse and tension, the elegant, structured palate delivers crushed raspberry, white pepper and star anise set against fresh acidity and taut, lithe tannins. It's already compelling, but hold for even more complexity. Drink 2022–2036. KERIN O’KEEFE;98;Gaja 2016 Barbaresco;$250;;Nebbiolo;Barbaresco, Piedmont, Italy;Gaja;KERIN O’KEEFE;14%;750 ml;Red;Terlato Wines International;1/1/2020
Rose petal, camphor, eucalyptus and dark-skinned-berry aromas shape the nose on this captivating wine. Vibrant and intense, the palate evokes spiced cranberry, red cherry, licorice, espresso and a hint of orange zest alongside taut, fine-grained tannins. It's still youthfully austere but already balanced, with firm acidity. Drink 2024–2041. KERIN O’KEEFE;98;Gaja 2016 Sorì San Lorenzo (Barbaresco);$590;Sorì San Lorenzo;Nebbiolo;Barbaresco, Piedmont, Italy;Gaja;KERIN O’KEEFE;14%;750 ml;Red;Terlato Wines International;1/1/2020
My highest scoring Barolo of the vintage (out of over 300 reviewed so far), this gorgeous wine has heady aromas of violet, rose, baking spice and ripe, red berry. On the smooth, juicy palate, taut, polished tannins support succulent red cherry, raspberry compote, licorice and wild herbs. It's already delicious and accessible but will also age well for years to come. Drink through 2035. KERIN O’KEEFE;98;Cantina Bartolo Mascarello 2015 Barolo;$250;;Nebbiolo;Barolo, Piedmont, Italy;Cantina Bartolo Mascarello;KERIN O’KEEFE;14.5%;750 ml;Red;Polaner Selections;1/1/2020
Structured, tense and racy, this offers layers of red cherry, raspberry, dark spice and balsamic flavors of camphor. It has a Barolo-like structure, with firm, well-integrated tannins and vibrant acidity, and a licorice note lingers on the long finish. Give it time to fully develop, and you'll be rewarded. Drink 2024–2034. KERIN O’KEEFE;98;Roagna 2014 Montefico Vecchie Viti (Barbaresco);$225;Montefico Vecchie Viti;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
Aromas of wild red berry, rose petal, wet stone, Mediterranean brush and star anise shape the nose on this compelling, vibrant wine. Made with Nerello Mascalese planted in 1961, the wine has a linear, racy palate that's almost ethereal and loaded with finesse and energy, delivering sour cherry, pomegranate, licorice and orange zest before a flinty mineral close. Taut, refined tannins and vibrant acidity lend lithe support. Drink 2024–2036. KERIN O’KEEFE;97;Tascante 2016 Contrada Sciaranuova VV Rosso (Etna);$120;Contrada Sciaranuova VV Rosso;Nerello Mascalese, Italian Red;Etna, Sicily & Sardinia, Italy;Tascante;KERIN O’KEEFE;13.5%;750 ml;Red;Dalla Terra Winery Direct;1/1/2020
Balsamic aromas of camphor mingle with red berry, underbrush and dark spice on this vibrant red. On the delicious, radiant palate, bright acidity and elegant tannins accompany raspberry compote, crushed strawberry and star anise before an orange zest finish. Drink 2021–2029. KERIN O’KEEFE;97;Roagna 2014 Gallina (Barbaresco);$112;Gallina;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
Here's another stunning wine from this fantastic estate, opening with aromas of underbrush, wild berry, tobacco, rose and dried mint. The structured, elegant palate delivers crushed raspberry, strawberry compote, star anise and flinty mineral, while taut, refined tannins provide finesse and support. Drink 2021–2029. KERIN O’KEEFE;97;Franchetti–Passopisciaro 2017 Contrada G Nerello Mascalese (Terre Siciliane);$75;Contrada G;Nerello Mascalese, Italian Red;Terre Siciliane, Sicily & Sardinia, Italy;Franchetti–Passopisciaro;KERIN O’KEEFE;14.5%;750 ml;Red;T. Edward Wines Ltd;1/1/2020
Aromas of woodland berry, wild herb, violet and camphor mingle together in the glass. Elegantly structured and boasting great intensity, the vibrant palate delivers crushed strawberry, cranberry, orange zest and licorice set against tightly wound but extremely refined tannins. Firm acidity provides the backbone and impeccable balance while a mineral note lends tension. Some may find this almost too ethereal, but others will be dazzled. Drink 2024–2034. KERIN O’KEEFE;97;Mascarello Giuseppe e Figlio 2014 Monprivato (Barolo);$176;Monprivato;Nebbiolo;Barolo, Piedmont, Italy;Mascarello Giuseppe e Figlio;KERIN O’KEEFE;13.5%;750 ml;Red;Polaner Selections;1/1/2020
Rose, red berry and star anise aromas align with earthy whiffs of forest floor and new leather. The full-bodied, delicious palate doles out succulent Morello cherry, black raspberry, licorice and chopped mint set against a backbone of firm but refined tannins. It's already gorgeous but will be even better with just a few more years of bottle age. Drink 2022–2030. KERIN O’KEEFE;97;Produttori del Barbaresco 2015 Muncagota (Barbaresco);$68;Muncagota;Nebbiolo;Barbaresco, Piedmont, Italy;Produttori del Barbaresco;KERIN O’KEEFE;14.5%;750 ml;Red;Vias Imports;1/1/2020
Made with extremely old vines, the youngest of which are over 60 years old and most much older, this opens with aromas of new leather, scorched earth, underbrush and balsamic notes of camphor. Concentrated and boasting a great depth of flavors, the structured, full-bodied palate delivers raspberry compote, dried black cherry, carob and hazelnut alongside firm, enveloping tannins. Another compelling wine from the estate. KERIN O’KEEFE;97;Roagna 2011 Crichet Pajè (Barbaresco);$950;Crichet Pajè;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
Camphor, rose and woodland berry aromas shape the nose on this structured red. The firm, full-bodied palate delivers juicy cherry, crushed raspberry and licorice alongside tight, noble tannins and vibrant acidity. It has incredible structure and a compelling purity of fruit. Give it time to fully develop. Drink 2022–2034. KERIN O’KEEFE;97;Roagna 2014 Albesani (Barbaresco);$112;Albesani;Nebbiolo;Barbaresco, Piedmont, Italy;Roagna;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;1/1/2020
