Aromas of ripe apple and bitter almond follow over to the palate along with pear and citrus. Tangy acidity gives it a bright finish. KERIN O’KEEFE;87;Umani Ronchi 2018 Villa Bianchi (Verdicchio dei Castelli di Jesi Classico);$17;Villa Bianchi;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico, Central Italy, Italy;Umani Ronchi;KERIN O’KEEFE;12%;750 ml;White;Vineyard Brands;9/1/2019
A blend of 80% Cabernet Sauvignon and 20% Petit Verdot, this has subdued aromas of dark fruit and underbrush. The straightforward palate offers ripe black currant, clove and vanilla alongside round tannins. KERIN O’KEEFE;87;Cantina Gaffino 2016 Il Buon Bastardo Red (Lazio);$20;Il Buon Bastardo;Red Blends, Red Blends;Lazio, Central Italy, Italy;Cantina Gaffino;KERIN O’KEEFE;13.5%;750 ml;Red;More Than Grapes;9/1/2019
This Syrah opens with delicate aromas of cooking spice, tilled soil and a whiff of black-skinned fruit. The no-frills palate offers black currant jam, white pepper and vanilla alongside smooth tannins. Drink soon. KERIN O’KEEFE;87;Cantina Gaffino 2016 Opimiam Syrah (Lazio);$25;Opimiam;Syrah;Lazio, Central Italy, Italy;Cantina Gaffino;KERIN O’KEEFE;13%;750 ml;Red;More Than Grapes;9/1/2019
This offers aromas of apricot and a whiff of white rose. The crisp, light-bodied palate suggests yellow peach and grapefruit alongside racy acidity. KERIN O’KEEFE;87;Cembra 2018 Kerner (Vigneti delle Dolomiti);N/A;;Kerner, Other White;Vigneti delle Dolomiti, Northeastern Italy, Italy;Cembra;KERIN O’KEEFE;12.5%;750 ml;White;Ethica Wines;9/1/2019
Orchard fruit and bread crust aromas lead the nose while the vigorous palate offers candied citrus, vanilla and ripe pear. Steely, assertive bubbles provide the firm, lively framework. KERIN O’KEEFE;87;Garofoli 2011 Metodo Classico Brut Riserva (Verdicchio dei Castelli di Jesi);N/A;Metodo Classico Brut Riserva;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi, Central Italy, Italy;Garofoli;KERIN O’KEEFE;12%;750 ml;Sparkling;Dalla Terra Winery Direct;9/1/2019
Exotic fruit, crushed tomato vine and grapefruit aromas leap out of the glass. The mature, full-bodied palate isn't very expressive, offering dried yellow apple slice and fennel notes. KERIN O’KEEFE;87;Kellerei Kaltern Caldaro 2017 Quintessenz Sauvignon (Alto Adige);$46;Quintessenz;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Kellerei Kaltern Caldaro;KERIN O’KEEFE;14%;750 ml;White;Omniwines Distribution;9/1/2019
This opens with toasted oak and sage aromas. The medium-bodied, subdued palate offers cedar, almond and a hint of apple. Drink soon to catch the remaining fruit and freshness. KERIN O’KEEFE;87;Stefano Antonucci 2016 Verdicchio dei Castelli di Jesi Classico Superiore;$27;;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico Superiore, Central Italy, Italy;Stefano Antonucci;KERIN O’KEEFE;13.5%;750 ml;White;Omniwines Distribution;9/1/2019
Aromas of white spring flower and tropical fruit lead the nose. The straightforward palate offers notes of lemon zest and green pear together with fresh acidity. KERIN O’KEEFE;87;Tenuta di Pietra Porzia 2018 Saula Carta Bianca (Frascati);$15;Saula Carta Bianca;White Blend;Frascati, Central Italy, Italy;Tenuta di Pietra Porzia;KERIN O’KEEFE;13%;750 ml;White;Saranty Imports;9/1/2019
This has a shy nose that eventually reveals citrus and saline. The aromas carry over to the simple palate along with a hint of bitter almond and a whisper of raw apricot. KERIN O’KEEFE;86;Principe Pallavicini 2018 Secco (Frascati);$13;Secco;White Blend;Frascati, Central Italy, Italy;Principe Pallavicini;KERIN O’KEEFE;13%;750 ml;White;Vias Imports;9/1/2019
This tangy white offers aromas and flavors of green apple, citrus and honeydew. It's simple but well-made. KERIN O’KEEFE;86;Cavit 2018 Collection Pinot Grigio (Delle Venezie);$9;Collection;Pinot Grigio;Delle Venezie, Northeastern Italy, Italy;Cavit;KERIN O’KEEFE;12%;750 ml;White;Palm Bay International;9/1/2019
This has subdued aromas of beeswax and a whiff of acacia honey. The aromas carry over to the simple, light-bodied palate along with hints of dried apricot and bitter nut. KERIN O’KEEFE;86;Colonnara 2017 Lyricus (Verdicchio dei Castelli di Jesi Classico);$14;Lyricus;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico, Central Italy, Italy;Colonnara;KERIN O’KEEFE;12.5%;750 ml;White;Golden Ram Imports;9/1/2019
This blend of Malvasia Puntinata and Trebbiano has subdued aromas suggesting white flower and tropical fruit. On the simple, lean palate, you'll find yellow peach and pineapple. KERIN O’KEEFE;86;Casata Mergè 2017 Venere White (Lazio);$35;Venere;White Blend;Lazio, Central Italy, Italy;Casata Mergè;KERIN O’KEEFE;12.5%;750 ml;White;Superior Wines;9/1/2019
Aromas of green apple and citrus carry on to the fresh, light-bodied palate along with a hint of green melon. It's simple but well-made. KERIN O’KEEFE;86;Ponte 2018 Giò Pinot Grigio (Delle Venezie);$13;Giò;Pinot Grigio;Delle Venezie, Northeastern Italy, Italy;Ponte;KERIN O’KEEFE;12%;750 ml;White;Bottle Diplomacy;9/1/2019
Subtle aromas evoking medicinal herbs, beeswax and yellow spring flowers lift out of the glass. The lean, light-bodied palate is subdued, showing mere suggestions of mature yellow apple, honeydew and lemon zest before a bitter finish. KERIN O’KEEFE;86;Stefano Antonucci 2017 Pignocco (Verdicchio dei Castelli di Jesi);$16;Pignocco;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi, Central Italy, Italy;Stefano Antonucci;KERIN O’KEEFE;12.5%;750 ml;White;Omniwines Distribution;9/1/2019
Beeswax and medicinal herb aromas form the subtle nose along with a whiff of citrus. The evolved palate is rather muddled, evoking dried pineapple slice, bitter almond and a candied note. KERIN O’KEEFE;85;Colonnara 2015 Tufico Riserva (Verdicchio dei Castelli di Jesi Classico);$23;Tufico Riserva;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico, Central Italy, Italy;Colonnara;KERIN O’KEEFE;13.5%;750 ml;White;Golden Ram Imports;9/1/2019
This opens with aromas of white spring flower and citrus. On the simple, lively palate, zesty acidity accompanies white grapefruit. KERIN O’KEEFE;85;Stefano Antonucci 2017 Verdicchio dei Castelli di Jesi;$13;;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi, Central Italy, Italy;Stefano Antonucci;KERIN O’KEEFE;13%;750 ml;White;Omniwines Distribution;9/1/2019
Aromas of honey, beeswax, medicinal herbs and nut follow over to the bitter palate along with a hint of mature orange peel. KERIN O’KEEFE;85;Colonnara 2016 Curprese (Verdicchio dei Castelli di Jesi Classico);$16;Curprese;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico, Central Italy, Italy;Colonnara;KERIN O’KEEFE;13%;750 ml;White;Golden Ram Imports;9/1/2019
Aromas of Granny Smith apple follow over to the extremely simple, rather diluted palate. Juicy acidity keeps it on its feet. KERIN O’KEEFE;85;Cantine di Ora 2018 Pinot Grigio (Alto Adige);N/A;;Pinot Grigio;Alto Adige, Northeastern Italy, Italy;Cantine di Ora;KERIN O’KEEFE;13%;750 ml;White;WS Selections;9/1/2019
This opens with subdued aromas evoking spring flower and citrus. The extremely simple, lean palate offers Bartlett pear and a hint of lemon zest alongside brisk acidity. KERIN O’KEEFE;84;Bellini 2018 Frascati;$10;;White Blend;Frascati, Central Italy, Italy;Bellini;KERIN O’KEEFE;12%;750 ml;White;Saranty Imports;9/1/2019
Heady aromas of yellow stone fruit, alpine herb and white spring wildflower virtually leap out of the glass. Made from a single vineyard nearly 3,300 feet above sea level, it's delicious, elegant and enveloping, delivering ripe apricot, peach, white grapefruit and mineral alongside fresh acidity. A wet stone note lingers on the finish. KERIN O’KEEFE;96;Tiefenbrunner 2017 Feldmarschal Von Fenner Müller-Thurgau (Alto Adige);$40;Feldmarschal Von Fenner;Müller-Thurgau, Other White;Alto Adige, Northeastern Italy, Italy;Tiefenbrunner;KERIN O’KEEFE;13%;750 ml;White;LLS–Winebow;8/1/2019
Loaded with finesse and tension, this mineral-driven white opens with aromas of smoke, apple and honey. The aromas carry over to the vibrant, focused palate along with white pepper, fennel and flint before a lemon-drop close. It's loaded with finesse and with bright acidity that keeps it balanced. Drink now or hold to let this develop even more complexity. Drink through 2027. KERIN O’KEEFE;95;Abbazia di Novacella 2017 Praepositus Grüner Veltliner (Alto Adige Valle Isarco);$30;Praepositus;Grüner Veltliner;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Opening with aromas of granite, white rose and yellow stone fruit, this dazzling white is all about mineral finesse. The elegant linear palate delivers apricot, grapefruit, yellow apple and a smoky mineral note alongside vibrant acidity. A lemon-drop note graces the long dry finish. Delicious. Hold for even more complexity. Drink through 2025. KERIN O’KEEFE;95;Abbazia di Novacella 2017 Praepositus Sylvaner (Alto Adige Valle Isarco);$30;Praepositus;Sylvaner, Other White;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13%;750 ml;White;Abbazia di Novacella USA;8/1/2019
One of the benchmark bottlings for the denomination, this opens with enticing scents of fragrant white flower, white stone fruit and botanical herb. On the creamy, polished palate, fresh acidity brightens flavors of juicy honeydew, white peach and citrus while white almond and mineral notes accent the finish. KERIN O’KEEFE;94;Tenuta Roveglia 2016 Vigne di Catullo Riserva (Lugana);$25;Vigne di Catullo Riserva;Turbiana, Italian White;Lugana, Lombardy, Italy;Tenuta Roveglia;KERIN O’KEEFE;13%;750 ml;White;John Given Wines;8/1/2019
Intense aromas of white rose, yellow stone fruit and citrus almost leap out of the glass on this fragrant white. Elegantly structured, the vibrant palate delivers apricot, orange zest and a hint of ginger while a smoky note lingers on the finish. KERIN O’KEEFE;94;Abbazia di Novacella 2017 Praepositus Kerner (Alto Adige Valle Isarco);$30;Praepositus;Kerner, Other White;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Crushed thyme, alpine wildflower, beeswax and orchard-fruit aromas are front and center on this beautiful white. Proving just how well Pinot Bianco can do in Alto Adige, the creamy palate is loaded with finesse, delivering ripe yellow pear, creamy apple and citrus alongside tangy acidity. White-almond and stony mineral notes back up the finish. KERIN O’KEEFE;94;Cantina Produttori San Michele Appiano 2018 Schulthauser Pinot Bianco (Alto Adige);$23;Schulthauser;Pinot Bianco, Pinot Blanc;Alto Adige, Northeastern Italy, Italy;Cantina Produttori San Michele Appiano;KERIN O’KEEFE;14%;750 ml;White;Winebow;8/1/2019
Focused, fragrant and loaded with finesse, this offers classic varietal aromas of grapefruit, elderberry, crushed tomato vine and a whiff of freshly mowed grass. Reflecting the nose, the savory vibrant palate delivers tangerine, wild mint and pineapple alongside racy acidity. KERIN O’KEEFE;93;Abbazia di Novacella 2017 Praepositus Sauvignon (Alto Adige Valle Isarco);$30;Praepositus;Sauvignon, Sauvignon Blanc;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Here's an intriguing white that shows the serious aging potential of Lugana from top vintages and serious producers. While the amber color shows the wine's advanced age, this twenty-year-old still has tension and focus, opening aromas of smoke, flint, pressed white rose and dried apricot. The aromas follow over to the linear palate along with a honeyed mineral note. Drink now. KERIN O’KEEFE;93;Ca' Lojera 1999 Annata Storica (Lugana);N/A;Annata Storica;Turbiana, Italian White;Lugana, Lombardy, Italy;Ca' Lojera;KERIN O’KEEFE;12.5%;750 ml;White;Soilair Selection;8/1/2019
Yellow stone fruit, citrus zest and white-rose aromas stand out. The linear focused palate offers wonderful tension and freshness, evoking yellow peach, juicy white grapefruit, Meyer lemon and smoky mineral note set against bright acidity. KERIN O’KEEFE;93;Abbazia di Novacella 2017 Riesling (Alto Adige Valle Isarco);$20;;Riesling;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Fragrant and delicious, this stunning wine opens with classic varietal aromas of tropical fruit, elderberry, honeysuckle, hay and crushed tomato vine. The savory elegantly structured palate doles out honeydew melon, grapefruit, ripe white peach and tangy mineral notes. Fresh acidity accompanies the juicy flavors. KERIN O’KEEFE;93;Elena Walch 2017 Castel Ringberg Sauvignon (Alto Adige);$27;Castel Ringberg;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Elena Walch;KERIN O’KEEFE;13.5%;750 ml;White;USA Wine West;8/1/2019
Enticing scents recalling white rose, citrus and wild herb aromas swirl around in the glass. It's savory and loaded with finesse, delivering creamy white stone fruit, juicy grapefruit, apricot and mineral. Delicious. KERIN O’KEEFE;93;Monte del Frà 2017 Cà del Magro (Custoza Superiore);$20;Cà del Magro;White Blend;Custoza Superiore, Veneto, Italy;Monte del Frà;KERIN O’KEEFE;13%;750 ml;White;Vision Wine & Spirits;8/1/2019
White spring flower, ripe orchard fruit and saline aromas waft out of the glass on this fragrant, elegant white. Made with organic grapes, the smooth, savory palate possesses charm and tension, delivering flavors of creamy apple, tangy citrus and mineral before a white almond finish. KERIN O’KEEFE;93;Marangona 2018 Lugana;$18;;Turbiana, Italian White;Lugana, Lombardy, Italy;Marangona;KERIN O’KEEFE;12.5%;750 ml;White;Oliver McCrum Wines;8/1/2019
Intense aromas of tropical fruit, crushed tomato vine, graphite and alpine herb virtually leap from the glass. The vibrant full-bodied palate is delicious and elegant, doling out juicy grapefruit, cantaloupe and a mineral note of granite. Fresh acidity brightens the rich flavors. KERIN O’KEEFE;93;Girlan 2016 Flora Sauvignon (Alto Adige);$25;Flora;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Girlan;KERIN O’KEEFE;14%;750 ml;White;Montcalm Wine Importers;8/1/2019
Intense aromas of grapefruit, tomato vine and pineapple follow over the savory focused palate along with honeydew melon. Fresh acidity and a mineral vein evoking crushed rock energize the finish. KERIN O’KEEFE;93;Nals Margreid 2017 Mantele Sauvignon (Alto Adige);$38;Mantele;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Nals Margreid;KERIN O’KEEFE;14%;750 ml;White;Massanois Imports;8/1/2019
Enticing aromas of spring flower, white stone fruit and alpine herb shape the nose. The rounded medium-bodied palate delivers creamy Bartlett pear, apple, juicy citrus and a smoky mineral note alongside tangy acidity. KERIN O’KEEFE;92;Abbazia di Novacella 2018 Pinot Grigio (Alto Adige Valle Isarco);$20;;Pinot Grigio;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Aromas of citrus, spring flower, herbs and yellow stone fruit shape the nose. On the succulent, elegant palate, fresh acidity accompanies flavors of honeydew, grapefruit, white almond and a hint of ginger. A saline note lifts the finish. Made from the estate's oldest vines, this shows good midterm aging potential. Drink through 2023. KERIN O’KEEFE;92;Selva Capuzza 2018 Selva (Lugana);$30;Selva;Turbiana, Italian White;Lugana, Lombardy, Italy;Selva Capuzza;KERIN O’KEEFE;13%;750 ml;White;Ambrosia Wine Group;8/1/2019
This classic Lugana delivers aromas and flavors of juicy pineapple, creamy Bartlett pear and ripe apricot. It's fresh and tangy, with a crisp, citrusy close. KERIN O’KEEFE;92;Tenuta Roveglia 2018 Limne (Lugana);$19;Limne;Turbiana, Italian White;Lugana, Lombardy, Italy;Tenuta Roveglia;KERIN O’KEEFE;13%;750 ml;White;John Given Wines;8/1/2019
White spring flower, honeydew melon and yellow stone-fruit aromas lead the way on this savory white. The creamy full-bodied palate also shows elegance and freshness, offering yellow apple, ripe peach, lemon drop and mineral before a white-almond finish. Tangy acidity brightens the rich flavors. KERIN O’KEEFE;92;Cantina Produttori San Michele Appiano 2018 Anger Pinot Grigio (Alto Adige);$23;Anger;Pinot Grigio;Alto Adige, Northeastern Italy, Italy;Cantina Produttori San Michele Appiano;KERIN O’KEEFE;14%;750 ml;White;Winebow;8/1/2019
This savory, vibrant white offers aromas of spring flower and yellow stone fruit. On the fresh, tangy palate, bright acidity accompanies flavors of ripe apricot, yellow pear and citrus. The finish is crisp and clean. KERIN O’KEEFE;92;Tenuta Roveglia 2018 Wighel (Lugana);$18;Wighel;Turbiana, Italian White;Lugana, Lombardy, Italy;Tenuta Roveglia;KERIN O’KEEFE;13%;750 ml;White;Lionstone International;8/1/2019
This fresh fragrant white has aromas of green apple, citrus and a whiff of cooking spice. The apple note follows over to the linear, structured palate along with lemon zest and wild herb before a white pepper finish. KERIN O’KEEFE;92;Abbazia di Novacella 2018 Grüner Veltliner (Alto Adige);$20;;Grüner Veltliner;Alto Adige, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Ripe Bartlett pear and honeydew melon aromas follow over to the juicy structured palate along with ripe yellow apple. A mineral note suggesting graphite energizes the round, succulent finish. KERIN O’KEEFE;92;Abbazia di Novacella 2018 Sylvaner (Alto Adige);$20;;Sylvaner, Other White;Alto Adige, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
A fantastic expression of Arneis from the one of the Langhe's top and shockingly still-under-the-radar producers, this opens with aromas of white stone fruit, yellow field flower, beeswax and honey. The full-bodied palate delivers ripe Bartlett pear, white peach, juicy citrus and white almond while tangy acidity brightens the rich flavors. KERIN O’KEEFE;92;Ugo Lequio 2017 Arneis (Langhe);N/A;;Arneis, Italian White;Langhe, Piedmont, Italy;Ugo Lequio;KERIN O’KEEFE;14.5%;750 ml;White;Vino Direct;8/1/2019
White rose, orange zest and alpine herb aromas make up the intense fragrance. Vibrant and focused, the racy palate delivers juicy yellow peach, tangerine and white pepper framed in crisp acidity that lends balance and tension. Editor's choice. KERIN O’KEEFE;92;Abbazia di Novacella 2018 Kerner (Alto Adige Valle Isarco);$20;;Kerner, Other White;Alto Adige Valle Isarco, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;13.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
You'll find enticing scents of alpine wildflower, ripe orchard fruit and a hint of hazelnut on this elegantly structured white. Enveloping and savory, the creamy palate delivers yellow apple, yellow pear and white almond. Fresh acidity lifts the rich flavors. KERIN O’KEEFE;92;Nals Margreid 2017 Sirmian Pinot Bianco (Alto Adige);$39;Sirmian;Pinot Bianco, Pinot Blanc;Alto Adige, Northeastern Italy, Italy;Nals Margreid;KERIN O’KEEFE;13.5%;750 ml;White;Massanois Imports;8/1/2019
Fragrant aromas of white flower, tropical fruit and citrus mingle together with crushed wild herb on the nose. The vibrant, focused palate shows an understated elegance, offering flavors of grapefruit, pineapple and saline set against bright acidity. KERIN O’KEEFE;92;Ottella 2018 Le Creete (Lugana);$24;Le Creete;Turbiana, Italian White;Lugana, Lombardy, Italy;Ottella;KERIN O’KEEFE;13%;750 ml;White;Lyra Wine;8/1/2019
Enticing scents of beeswax, yellow stone fruit, pressed acacia flower, almond and the barest whiff of kerosene shape the nose. The aromas follow through to the smooth, structured palate, with flavors of ripe apricot, citrus zest and honey alongside fresh acidity that lifts the rich flavors. KERIN O’KEEFE;92;Tenuta Roveglia 2016 Filo di Arianna Vendemmia Tardiva (Lugana);$50;Filo di Arianna Vendemmia Tardiva;Turbiana, Italian White;Lugana, Lombardy, Italy;Tenuta Roveglia;KERIN O’KEEFE;13%;750 ml;White;John Given Wines;8/1/2019
Aromas of toasted hazelnut, pressed yellow wildflower, ripe yellow stone fruit, cedar and wild herb shape the nose. The elegantly structured palate offers mature apricot, grapefruit, vanilla and lemon drop alongside bright acidity. The dry finish closes on an almond note. Drink now through 2024. KERIN O’KEEFE;92;Le Morette 2016 Riserva (Lugana);$35;Riserva;Turbiana, Italian White;Lugana, Lombardy, Italy;Le Morette;KERIN O’KEEFE;13.5%;750 ml;White;Uva Imports;8/1/2019
Intensely fragrant, this wine boasts aromas of citrus, perfumed white flower and yellow stone fruit. The elegantly structured, precise palate delivers juicy grapefruit, ripe apricot and energizing minerals while bright acidity lends balance. A bitter almond note graces the finish. Drink through 2024. KERIN O’KEEFE;92;Ottella 2016 Molceo Riserva (Lugana);$30;Molceo Riserva;Turbiana, Italian White;Lugana, Lombardy, Italy;Ottella;KERIN O’KEEFE;13%;750 ml;White;Lyra Wine;8/1/2019
Varietal aromas of honeydew melon, crushed tomato vine and exotic fruit carry over to the savory palate along with grapefruit, white peach and pineapple. Tangy acidity accompanies the rich flavors right through to the lemon-drop finish. KERIN O’KEEFE;91;Andriano 2018 Floreado Sauvignon (Alto Adige);$25;Floreado;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Andriano;KERIN O’KEEFE;13%;750 ml;White;Banville Wine Merchants;8/1/2019
Aromas of tropical fruit, gooseberry and crushed tomato vine mingle with a note of grilled herb. On the savory enveloping palate, tangy acidity lifts creamy white peach, honeydew melon and grapefruit while bitter almond and saline notes grace the finish. KERIN O’KEEFE;91;Colterenzio 2017 Prail Sauvignon (Alto Adige);$20;Prail;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Colterenzio;KERIN O’KEEFE;14%;750 ml;White;Ideal Wine and Spirits;8/1/2019
Enticingly fragrant, this offers scents of acacia, yellow stone fruit, citrus and wild herb. The focused savory palate reflects the nose, offering apricot, tangerine zest and a hint of lemon thyme. It's balanced, with bright acidity. KERIN O’KEEFE;91;Selva Capuzza 2018 Campo del Soglio Friulano (San Martino della Battaglia);$30;Campo del Soglio;Friulano, Italian White;San Martino della Battaglia, Veneto, Italy;Selva Capuzza;KERIN O’KEEFE;13%;750 ml;White;Ambrosia Wine Group;8/1/2019
Enticing scents of spring blossom, white orchard fruit and bread dough float above the glass, along with a whiff of botanical herb. The linear palate has an understated elegance, delivering flavors of white peach, green melon and citrus alongside refreshing acidity. It closes on a white almond note. KERIN O’KEEFE;91;Le Morette 2018 Vigneto Mandolara (Lugana);$20;Vigneto Mandolara;Turbiana, Italian White;Lugana, Lombardy, Italy;Le Morette;KERIN O’KEEFE;12.5%;750 ml;White;Uva Imports;8/1/2019
Tropical fruit, white spring flower and a hint of crushed tomato-vine lead the nose. The juicy palate doles out honeydew melon, grapefruit and papaya alongside crisp acidity. A saline note caps off the finish. KERIN O’KEEFE;91;Ottella 2018 Lugana;$19;;Turbiana, Italian White;Lugana, Lombardy, Italy;Ottella;KERIN O’KEEFE;12.5%;750 ml;White;Lyra Wine;8/1/2019
